customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_policy_active,months_since_last_claim,current_claim_amount,total_claims,total_claims_amount,customer_lifetime_value
AX56708,California,High School,Retired,Male,20862,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,68,35,1,1571,2,2650,-270
AX70794,California,High School,Employed,Male,47122,Suburban,Single,Branch,Basic,Personal,Two-Door Car,Midsize,62,22,6,2269,2,3333,-1969
AX71238,California,High School,Employed,Male,38096,Suburban,Divorced,Agent,Extended,Personal,Two-Door Car,Midsize,99,18,3,1815,2,2651,-869
AX71707,Arizona,Associate,Employed,Female,67881,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,79,29,6,1120,2,1920,371
AX86150,Washington,High School,Employed,Male,62777,Rural,Single,Agent,Basic,Personal,Two-Door Car,Midsize,67,53,34,1959,3,3571,-20
AX86552,California,Associate,Medical Leave,Male,24053,Suburban,Divorced,Web,Extended,Personal,Four-Door Car,Midsize,87,67,33,1491,2,2146,3683
AY18433,Washington,High School,Employed,Female,45473,Rural,Married,Branch,Extended,Special,Two-Door Car,Midsize,76,35,10,1171,2,1905,755
AY19539,California,Associate,Retired,Male,13528,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,86,36,21,1747,2,2892,204
AY26056,Arizona,Associate,Employed,Female,63892,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,66,37,2,1600,3,3262,-820
AY30324,Oregon,Bachelor,Employed,Female,99074,Urban,Married,Call Center,Extended,Special,Two-Door Car,Midsize,77,22,4,2021,2,2784,-1090
AY40674,Washington,Bachelor,Employed,Female,26583,Suburban,Married,Agent,Extended,Personal,SUV,Midsize,128,18,6,1167,2,2513,-209
AY43037,Oregon,High School,Employed,Male,36670,Suburban,Single,Branch,Basic,Corporate,Luxury Car,Midsize,189,43,30,1850,2,2569,5558
AY52869,California,Associate,Retired,Male,10621,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,67,43,28,1382,3,2618,263
AY55759,California,High School,Employed,Female,92766,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Large,71,43,17,938,2,1768,1285
AY59197,Nevada,Associate,Employed,Male,27769,Rural,Married,Agent,Extended,Special,SUV,Small,121,54,24,1972,2,3099,3435
AY73718,California,Bachelor,Employed,Female,96535,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,66,35,11,1510,2,2361,-51
AY88788,Oregon,Associate,Employed,Female,69841,Urban,Married,Branch,Basic,Personal,Luxury SUV,Midsize,192,19,0,1914,1,1914,1734
AY98473,Arizona,Associate,Employed,Female,32989,Suburban,Married,Web,Basic,Personal,SUV,Small,102,56,25,986,4,3518,2194
AY99324,Oregon,Associate,Disabled,Male,21853,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,86,43,10,1422,3,2224,1474
AZ15952,Oregon,Bachelor,Employed,Male,52373,Rural,Divorced,Web,Premium,Personal,Four-Door Car,Midsize,111,34,2,2810,3,4756,-982
AZ31562,Arizona,Associate,Medical Leave,Male,22520,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,73,30,17,1617,2,2286,-96
AZ34845,California,Bachelor,Employed,Female,77846,Urban,Married,Agent,Basic,Personal,Sports Car,Midsize,119,31,8,1697,2,2779,910
AZ38648,Washington,Master,Retired,Female,21514,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,62,27,0,1554,1,1554,120
AZ50087,California,Bachelor,Employed,Male,32787,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Large,86,22,3,2295,3,4285,-2393
AZ62651,Oregon,High School,Employed,Male,56855,Suburban,Single,Web,Premium,Corporate,Luxury SUV,Midsize,255,30,12,2468,2,3126,4524
AZ64856,California,High School,Employed,Female,34452,Suburban,Married,Agent,Extended,Personal,SUV,Large,126,30,2,1165,2,1962,1818
AZ68184,Washington,High School,Employed,Male,76514,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,112,50,19,2185,3,4047,1553
AZ74055,Oregon,High School,Employed,Male,52405,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,103,33,2,1741,2,2371,1028
AZ75509,Arizona,Bachelor,Employed,Female,31678,Rural,Married,Branch,Basic,Personal,Two-Door Car,Midsize,63,20,7,1312,4,3622,-2362
AZ77669,Oregon,High School,Employed,Male,91423,Urban,Married,Web,Basic,Personal,SUV,Midsize,109,21,3,1762,4,4675,-2386
AZ87715,California,High School,Employed,Female,81713,Urban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,74,17,0,1843,1,1843,-585
AZ90068,California,Associate,Employed,Male,89219,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,73,34,12,2634,3,4412,-1930
AZ95587,Arizona,Bachelor,Employed,Female,61222,Urban,Single,Branch,Extended,Special,Four-Door Car,Small,89,54,20,2013,2,2643,2163
BA17836,California,High School,Employed,Male,57340,Rural,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,67,25,7,2025,3,3971,-2296
BA19651,California,High School,Employed,Male,43875,Urban,Divorced,Agent,Extended,Corporate,Four-Door Car,Midsize,78,32,18,1681,2,2356,140
BA38428,Arizona,High School,Employed,Male,73168,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,70,46,21,2189,3,3651,-431
BA49679,Arizona,Bachelor,Employed,Female,52348,Suburban,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,65,47,33,1158,3,2526,529
BA51898,Arizona,Bachelor,Employed,Male,39426,Urban,Married,Branch,Basic,Special,SUV,Midsize,114,63,33,1833,3,3117,4065
BA52133,California,Master,Employed,Male,22908,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,68,44,30,1879,2,2419,573
BA56812,Oregon,Master,Employed,Male,21020,Rural,Divorced,Branch,Extended,Corporate,Four-Door Car,Midsize,80,37,1,1695,2,2397,563
BA75404,Oregon,Doctoral,Employed,Female,77221,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,71,18,2,2120,4,4970,-3692
BA87216,California,Associate,Employed,Male,50555,Suburban,Divorced,Web,Extended,Personal,Four-Door Car,Large,88,34,9,1887,3,4047,-1055
BA97018,Arizona,High School,Medical Leave,Male,21616,Suburban,Single,Web,Extended,Personal,Two-Door Car,Midsize,93,25,4,1515,2,1967,358
BB11622,Nevada,Master,Employed,Male,47761,Rural,Married,Agent,Extended,Personal,SUV,Small,131,36,2,1584,2,2602,2114
BB19609,California,Associate,Employed,Male,29977,Rural,Married,Agent,Extended,Personal,SUV,Small,133,32,16,2456,2,3549,707
BB21794,Oregon,Bachelor,Employed,Female,29853,Rural,Single,Agent,Basic,Personal,Four-Door Car,Midsize,69,44,8,1120,2,1841,1195
BB41401,Arizona,High School,Employed,Male,26876,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,76,46,17,1805,2,2326,1170
BB65725,California,Associate,Employed,Male,57293,Urban,Married,Agent,Basic,Corporate,Sports Car,Midsize,102,43,19,1774,4,3625,761
BC31913,Arizona,Bachelor,Employed,Female,73903,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Small,73,66,30,1299,3,3037,1781
BC34309,California,Master,Employed,Female,64341,Rural,Single,Agent,Basic,Personal,Four-Door Car,Small,61,27,4,1217,2,2047,-400
BC35753,Arizona,Associate,Employed,Female,45525,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,66,37,1,1345,4,4354,-1912
BC43958,California,High School,Employed,Male,44788,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,61,41,6,1875,2,2766,-265
BC47264,California,Associate,Employed,Female,62192,Rural,Single,Agent,Extended,Special,Two-Door Car,Midsize,98,66,30,1285,3,3001,3467
BC48076,Washington,Master,Employed,Female,48689,Suburban,Married,Call Center,Basic,Personal,Luxury Car,Midsize,191,34,15,1472,2,2153,4341
BC51708,California,High School,Employed,Male,51659,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,64,48,19,2123,2,2880,192
BC52397,Arizona,Associate,Employed,Male,67952,Rural,Married,Branch,Basic,Personal,Two-Door Car,Midsize,71,43,16,2089,3,3369,-316
BC53363,Oregon,High School,Employed,Female,23031,Suburban,Married,Web,Premium,Special,SUV,Midsize,148,58,26,1250,2,2061,6523
BC53546,Oregon,Bachelor,Employed,Male,35396,Suburban,Divorced,Call Center,Basic,Personal,Two-Door Car,Midsize,70,55,32,1643,2,2868,982
BC62782,Arizona,Associate,Employed,Female,48534,Suburban,Married,Call Center,Basic,Personal,SUV,Small,115,45,29,1539,2,2093,3082
BC66536,Arizona,High School,Employed,Female,84869,Suburban,Married,Web,Extended,Corporate,Four-Door Car,Midsize,85,18,5,1136,2,1933,-403
BC66921,Nevada,High School,Employed,Female,41228,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Small,71,50,19,966,2,1710,1840
BC75105,California,Associate,Employed,Male,45587,Urban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,81,35,8,1498,2,2689,146
BC86800,California,Bachelor,Employed,Female,84598,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Small,89,42,8,1181,2,1911,1827
BC87161,Oregon,Bachelor,Employed,Male,92296,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,69,34,4,1867,3,3499,-1153
BC87551,California,High School,Employed,Female,36301,Suburban,Single,Branch,Basic,Corporate,SUV,Midsize,118,37,11,892,2,1465,2901
BC90645,California,Master,Employed,Female,55479,Rural,Single,Branch,Basic,Personal,Four-Door Car,Midsize,68,18,5,1086,2,1915,-691
BC97773,Nevada,Master,Employed,Female,91368,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Large,71,47,13,1308,3,2758,579
BD12981,California,Associate,Employed,Female,39337,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,74,62,29,1783,4,4699,-111
BD16530,Arizona,Bachelor,Employed,Female,70258,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,69,54,20,1938,2,2658,1068
BD35524,California,Bachelor,Disabled,Male,15776,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,69,42,20,1639,3,3311,-413
BD35676,Arizona,Master,Employed,Male,35296,Urban,Single,Branch,Extended,Personal,SUV,Midsize,126,52,19,1748,2,2581,3971
BD36887,Nevada,Associate,Employed,Female,37478,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,105,34,4,1402,3,3568,2
BD53342,Washington,Associate,Employed,Female,21604,Suburban,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,79,44,14,1127,3,3151,325
BD58297,California,Bachelor,Employed,Female,76356,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,71,36,4,1348,3,2958,-402
BD69478,California,Associate,Employed,Male,51883,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Small,66,37,8,2224,2,2953,-511
BD70337,California,High School,Medical Leave,Male,26307,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,73,50,26,1977,4,4908,-1258
BD77090,Washington,Bachelor,Employed,Female,79090,Urban,Married,Branch,Basic,Personal,SUV,Midsize,107,28,2,1956,3,4114,-1118
BD84823,Oregon,High School,Employed,Male,57449,Suburban,Single,Agent,Premium,Personal,Four-Door Car,Midsize,103,39,6,1954,2,2323,1694
BD89564,Nevada,Associate,Employed,Male,66839,Suburban,Single,Branch,Premium,Personal,Sports Car,Midsize,154,58,33,1535,2,2327,6605
BE17305,Nevada,Master,Employed,Male,52653,Urban,Single,Branch,Extended,Personal,Two-Door Car,Midsize,81,52,19,2090,3,3662,550
BE25221,Arizona,High School,Medical Leave,Male,20072,Suburban,Married,Agent,Extended,Corporate,Four-Door Car,Midsize,82,66,35,1700,2,2408,3004
BE33446,Arizona,Bachelor,Employed,Female,48567,Suburban,Single,Agent,Extended,Personal,SUV,Midsize,130,37,12,1207,2,1987,2823
BE54454,Washington,High School,Employed,Male,70828,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,62,44,8,2367,2,2852,-124
BE55425,Oregon,Associate,Employed,Male,28095,Suburban,Married,Web,Extended,Personal,Four-Door Car,Midsize,82,38,18,2559,2,3682,-566
BE61743,Washington,Bachelor,Employed,Male,86657,Urban,Married,Web,Basic,Personal,Sports Car,Small,103,40,22,1733,2,2421,1699
BE62503,Washington,Associate,Retired,Female,24589,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,82,56,33,1260,2,2148,2444
BE65350,Oregon,High School,Employed,Female,43573,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Large,66,65,30,1245,2,2207,2083
BE69929,Arizona,Associate,Employed,Female,27872,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,61,32,19,1734,3,3934,-1982
BE75190,California,Associate,Employed,Male,28754,Suburban,Single,Web,Extended,Corporate,Four-Door Car,Midsize,89,31,9,1804,2,2894,-135
BE92692,Oregon,Bachelor,Employed,Male,69236,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,63,57,31,2060,3,4362,-771
BF45697,California,Associate,Employed,Male,83086,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,71,14,1,2203,3,4277,-3283
BF54215,California,Master,Employed,Female,87810,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,94,46,15,1191,2,1990,2334
BF55854,Nevada,Associate,Employed,Female,29505,Suburban,Married,Call Center,Premium,Personal,Luxury Car,Small,284,30,2,1228,2,1846,6674
BF56053,Washington,Bachelor,Medical Leave,Female,18643,Suburban,Married,Agent,Premium,Corporate,Four-Door Car,Midsize,119,62,34,1148,3,2472,4906
BG15419,Nevada,Bachelor,Employed,Female,86355,Rural,Married,Agent,Basic,Personal,Sports Car,Large,118,63,27,1345,2,2214,5220
BG30513,California,Associate,Retired,Female,13663,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Small,97,35,1,1337,3,2423,972
BG42047,Nevada,Associate,Medical Leave,Male,17658,Suburban,Married,Web,Basic,Personal,Four-Door Car,Large,65,32,10,1592,2,2510,-430
BG44829,Oregon,High School,Employed,Female,74835,Rural,Married,Branch,Extended,Corporate,SUV,Midsize,133,45,14,1210,2,1914,4071
BG48083,Nevada,Bachelor,Employed,Female,23751,Suburban,Single,Web,Extended,Personal,Two-Door Car,Midsize,82,23,4,1120,3,2834,-948
BG51419,Washington,Associate,Employed,Male,58842,Suburban,Married,Branch,Premium,Corporate,Four-Door Car,Midsize,110,28,6,1828,2,2899,181
BG55927,California,Associate,Disabled,Female,17705,Suburban,Married,Agent,Premium,Personal,Two-Door Car,Midsize,108,37,7,1106,2,1900,2096
BG73480,Oregon,High School,Employed,Female,64706,Rural,Single,Agent,Extended,Corporate,SUV,Midsize,135,21,0,1333,1,1333,1502
BG76355,Washington,Bachelor,Employed,Female,68964,Rural,Married,Web,Extended,Personal,Four-Door Car,Midsize,78,41,15,1130,2,2024,1174
BG80246,Arizona,Associate,Disabled,Female,22679,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,72,37,25,1068,3,2762,-98
BG84194,Oregon,Associate,Employed,Male,90760,Rural,Married,Branch,Basic,Special,SUV,Midsize,103,38,5,1931,3,3537,377
BG85305,Nevada,Doctoral,Employed,Male,36633,Suburban,Single,Call Center,Extended,Personal,Four-Door Car,Midsize,96,38,20,1389,2,1525,2123
BG95711,California,Associate,Employed,Female,57264,Rural,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,84,18,0,1198,1,1198,314
BG96711,California,Bachelor,Employed,Male,24732,Suburban,Divorced,Branch,Basic,Corporate,Four-Door Car,Small,67,27,4,2684,3,4284,-2475
BH11344,Oregon,Doctoral,Employed,Female,37009,Rural,Single,Branch,Basic,Corporate,Two-Door Car,Midsize,71,18,1,1186,2,2190,-912
BH28530,California,High School,Employed,Male,51204,Suburban,Married,Web,Premium,Personal,Sports Car,Midsize,181,61,28,1705,2,2611,8430
BH35016,Nevada,Bachelor,Employed,Female,63933,Suburban,Divorced,Call Center,Basic,Personal,Two-Door Car,Midsize,70,63,35,1441,2,2374,2036
BH35482,Washington,Doctoral,Employed,Male,70412,Rural,Married,Web,Basic,Corporate,Two-Door Car,Midsize,61,43,27,1447,3,3159,-536
BH36570,California,Bachelor,Employed,Male,72208,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,73,34,3,2002,4,4543,-2061
BH36973,Oregon,Associate,Employed,Female,63401,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,68,23,1,1461,3,2851,-1287
BH43379,Oregon,Bachelor,Employed,Female,29698,Urban,Divorced,Branch,Extended,Personal,Four-Door Car,Large,83,39,17,1693,3,3393,-156
BH52611,California,Bachelor,Employed,Female,27362,Urban,Married,Branch,Premium,Personal,SUV,Midsize,144,36,23,1780,3,3472,1712
BH61054,California,Associate,Employed,Female,61040,Suburban,Married,Web,Extended,Personal,Two-Door Car,Midsize,78,46,21,1202,2,2145,1443
BH61137,Arizona,Bachelor,Employed,Female,68144,Suburban,Married,Web,Basic,Personal,Four-Door Car,Large,70,57,29,1397,4,4079,-89
BH68769,Oregon,Bachelor,Employed,Male,42259,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Small,81,23,1,2185,2,3692,-1829
BH86846,Washington,High School,Employed,Male,92079,Rural,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,65,42,12,2238,2,3039,-309
BI27443,Arizona,Associate,Employed,Female,36428,Urban,Divorced,Agent,Extended,Personal,SUV,Midsize,124,51,34,1703,2,2399,3925
BI34286,Oregon,Master,Employed,Male,47259,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,81,40,22,1410,2,2327,913
BI34376,California,Doctoral,Employed,Female,45703,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Small,98,49,17,1213,2,1955,2847
BI38192,Oregon,High School,Employed,Female,22862,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,67,22,9,1290,4,2958,-1484
BI76326,California,Associate,Employed,Female,52135,Urban,Single,Call Center,Premium,Personal,SUV,Small,156,27,6,1855,3,3187,1025
BJ13380,Oregon,Bachelor,Employed,Female,91603,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Small,69,39,4,1197,3,2987,-296
BJ18904,Arizona,Associate,Medical Leave,Male,14616,Suburban,Married,Agent,Basic,Personal,SUV,Small,106,49,16,1425,3,3363,1831
BJ22117,Washington,Master,Employed,Male,53390,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,64,26,13,1536,2,2494,-830
BJ26599,Oregon,Bachelor,Retired,Male,20263,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Small,63,46,31,1685,2,2655,243
BJ53923,Arizona,High School,Employed,Male,51978,Rural,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,66,33,18,1788,2,2667,-489
BJ65040,Arizona,High School,Employed,Female,93558,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67,33,19,1099,3,1911,300
BJ82316,Oregon,Bachelor,Employed,Male,44428,Suburban,Single,Call Center,Basic,Corporate,SUV,Midsize,104,42,17,2236,2,3207,1161
BK43823,Oregon,High School,Employed,Female,25419,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,101,25,13,1312,2,1926,599
BK47926,California,High School,Employed,Male,98118,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Small,83,61,28,1900,3,2452,2611
BK57087,California,Associate,Employed,Female,38223,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,112,45,27,1635,2,2106,2934
BK59444,California,Master,Employed,Female,72196,Rural,Single,Branch,Basic,Personal,Four-Door Car,Midsize,68,35,8,1047,3,2021,359
BK61065,California,Master,Employed,Male,56005,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,68,67,31,1596,3,3034,1522
BK73302,California,Bachelor,Employed,Male,61638,Suburban,Divorced,Web,Extended,Corporate,Four-Door Car,Midsize,82,23,3,2109,2,2804,-918
BK76107,Oregon,High School,Employed,Female,81872,Rural,Married,Web,Premium,Personal,Four-Door Car,Midsize,115,28,10,999,2,1767,1453
BK76340,California,High School,Disabled,Male,16924,Suburban,Single,Branch,Extended,Personal,Luxury SUV,Midsize,226,58,23,1788,2,2311,10797
BK83393,California,Bachelor,Employed,Female,55475,Urban,Divorced,Agent,Basic,Personal,SUV,Midsize,116,34,18,2062,3,3526,418
BK85520,Oregon,Associate,Employed,Female,25915,Suburban,Single,Agent,Basic,Corporate,Two-Door Car,Midsize,64,31,13,1597,3,4067,-2083
BL29046,Oregon,Doctoral,Employed,Female,68931,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,66,59,32,2049,3,3569,325
BL29240,Oregon,Bachelor,Employed,Male,81893,Rural,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,73,51,20,1988,2,2604,1119
BL42392,Arizona,Doctoral,Medical Leave,Male,18779,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,63,29,10,1713,2,2163,-336
BL44722,Nevada,High School,Employed,Female,46587,Suburban,Divorced,Call Center,Premium,Personal,Four-Door Car,Midsize,119,56,34,1254,2,2171,4493
